time,Intercooler_pressure,intercooler_temperature,intake_manifold_pressure,air_mass_flow,engine_speed,throttle_position,wastegate_position,injected_fuel_mass,ambient_pressure,ambient_temperature
0,99976.3717651367,299.4,33854.923248291,0.00290033197402954,84.9940468963603,2.61482286453247,0.62233097076416,0.000624153296152751,99985.3515625,299.087330245972
0.0500237026590185,100011.047363281,299.4,31608.9954376221,0.00272557306289673,85.9338913587514,2.50836610794067,0.62233097076416,0.000624153296152751,99985.3515625,299.087330245972
0.100392410166023,99978.5079956055,299.4,31901.9412994385,0.00256514501571655,86.4672373039393,2.2599675655365,0.62233097076416,0.000597981707255046,99985.3515625,299.086725616455
0.149982106731841,100001.274108887,299.4,29753.6582946777,0.00239554047584534,87.119441193842,2.11802530288696,0.62233097076416,0.000597981707255046,99985.3515625,299.086725616455
0.200165811638726,99977.3635864258,299.4,28386.5699768066,0.00230009126663208,88.0336937434218,2.11802530288696,0.62233097076416,0.000572478993733724,99985.3515625,299.087885284424
0.250122513360111,99977.2186279297,299.4,28874.8168945312,0.0022646496295929,88.5903945461054,2.08253979682922,0.62233097076416,0.000551949691772461,99985.3515625,299.087196731567
0.299976213631453,99980.2932739258,299.4,26726.5338897705,0.00224965000152588,89.4289004026968,2.08253979682922,0.62233097076416,0.000551949691772461,99985.3515625,299.087196731567
0.350167918652005,99976.6845703125,299.4,27605.3771972656,0.00222744488716125,89.8740552357546,2.08253979682922,0.62233097076416,0.000517059127489726,99985.3515625,299.086613082886
0.400055619404156,99975.5020141602,299.4,25847.692489624,0.00220591998100281,90.2315686331312,2.04705429077148,0.62233097076416,0.000497844020525614,99985.3515625,299.087934875488
0.450132322808713,99975.5020141602,299.4,25847.692489624,0.00219660353660583,90.5952051704861,2.08253979682922,0.62233097076416,0.000497844020525614,99912.109375,299.087934875488
0.499979022983098,99976.3717651367,299.4,25457.0960998535,0.00218865919113159,90.6553308257846,2.1535108089447,0.636309089660644,0.000488968070348104,99912.109375,299.089054489136
0.550131727455664,99992.3782348633,299.4,24871.2005615234,0.00221455931663513,90.8992721205781,2.33093857765198,0.62233097076416,0.000488968070348104,99912.109375,299.089054489136
0.600079429048492,100017.440795898,299.4,25750.0419616699,0.00229491066932678,91.0296477043751,2.57933735847473,0.62233097076416,0.000481985624631246,99912.109375,299.088186645508
0.650151132382234,99983.8790893555,299.4,24871.2005615234,0.00238464498519897,90.9821965653365,2.57933735847473,0.62233097076416,0.000479090253512065,99912.109375,299.087450408936
0.700385838008515,99992.5003051758,299.4,26433.5861206055,0.0024175431728363,90.9630921129407,2.57933735847473,0.62233097076416,0.000479090253512065,99912.109375,299.087450408936
0.750032535373975,100019.256591797,299.4,25066.4978027344,0.00243221807479858,91.1656926255007,2.50836610794067,0.62233097076416,0.00047548242410024,99912.109375,299.088499450684
0.800237240577189,99981.5063476562,299.4,26531.2366485596,0.00244148206710815,91.0963055611954,2.50836610794067,0.62233097076416,0.000469871918360392,99912.109375,299.087715530395
0.850033940048888,100005.157470703,299.4,25261.7969512939,0.00245058989524841,91.187519893795,2.50836610794067,0.62233097076416,0.000469871918360392,99912.109375,299.087715530395
0.900155644085316,99983.5739135742,299.4,26042.989730835,0.00244476342201233,91.2206155292937,2.47288060188293,0.62233097076416,0.000466161632537842,99912.109375,299.087051773071
0.950027344611954,100033.241271973,299.4,25554.744720459,0.00243200469017029,91.2935115746513,2.47288060188293,0.62233097076416,0.000466161632537842,99912.109375,299.087051773071
1.00024605001272,100014.73236084,299.4,25457.0960998535,0.00241630411148071,91.1029016785833,2.50836610794067,0.62233097076416,0.000463002212842305,99912.109375,299.086491012573
1.05003574938564,100053.703308105,299.4,25945.3411102295,0.00241430115699768,91.0916780524852,2.47288060188293,0.62233097076416,0.000461715253194173,99912.109375,299.087686920166
1.10017645369044,100009.567260742,299.4,25164.1483306885,0.00240834426879883,91.1961229693804,2.47288060188293,0.62233097076416,0.000461715253194173,99912.109375,299.087686920166
1.15017315597106,99982.8948974609,299.4,26335.9375,0.00240912675857544,91.1194175383995,2.47288060188293,0.62233097076416,0.000461328077316284,99912.109375,299.087026977539
1.200506862986,99988.3880615234,299.4,25164.1483306885,0.00240680694580078,90.8749457419169,2.47288060188293,0.62233097076416,0.000460607012112935,99912.109375,299.088140869141
1.25019856098334,99977.0355224609,299.4,26628.885269165,0.00241598343849182,91.0672494084382,2.47288060188293,0.62233097076416,0.000460607012112935,99912.109375,299.088140869141
1.30005026122853,99975.5020141602,299.4,25261.7969512939,0.00241672897338867,91.1438717487931,2.50836610794067,0.62233097076416,0.000459707085291545,99912.109375,299.089085006714
1.35021496587069,99975.5020141602,299.4,26433.5861206055,0.00242274308204651,91.0487777231174,2.47288060188293,0.62233097076416,0.000459707085291545,99912.109375,299.089085006714
1.4001246669286,99991.5924072266,299.4,25457.0960998535,0.00242315602302551,90.9393985013545,2.54385161399841,0.62233097076416,0.000458118883768717,99985.3515625,299.088209533691
1.45020637040579,99981.2164306641,299.4,25750.0419616699,0.00242708110809326,91.1604067833691,2.54385161399841,0.62233097076416,0.000458119082450867,99985.3515625,299.09095993042
1.5000460704814,99997.7188110352,299.4,25847.692489624,0.00243354082107544,91.0237227035819,2.57933735847473,0.62233097076416,0.000458119082450867,99985.3515625,299.09095993042
1.55018077470231,99975.7843017578,299.4,25457.0960998535,0.00244087934494019,91.2219385877232,2.57933735847473,0.62233097076416,0.000458442878723145,99985.3515625,299.091469192505
1.60013247635106,99975.5020141602,299.4,26335.9375,0.00244563841819763,91.1557728830724,2.57933735847473,0.62233097076416,0.00045860055287679,99985.3515625,299.090227508545
1.65021917989543,99986.5875244141,299.4,25261.7969512939,0.00244550657272339,91.0969575030302,2.57933735847473,0.62233097076416,0.00045860055287679,99985.3515625,299.090227508545
1.70044188535394,99979.7744750977,299.4,26726.5338897705,0.00244699811935425,91.0243746454168,2.54385161399841,0.62233097076416,0.000458040340741475,99985.3515625,299.092667007446
1.75008858271758,100031.845092773,299.4,25359.4455718994,0.00245116591453552,91.0930011109148,2.50836610794067,0.62233097076416,0.000458040340741475,99985.3515625,299.092667007446
1.80027628768221,99980.5526733398,299.4,26628.885269165,0.00245573902130127,90.9986676840465,2.54385161399841,0.62233097076416,0.000457771603266398,99985.3515625,299.091242218018
1.85009498746331,99983.0627441406,299.4,25554.744720459,0.0024536292552948,91.1022369535752,2.54385161399841,0.62233097076416,0.000459648362795512,99985.3515625,299.090036773682
1.90024269186688,99975.5935668945,299.4,26335.9375,0.00246546936035156,90.9861465658653,2.61482286453247,0.62233097076416,0.000459648362795512,99985.3515625,299.090036773682
